Herd-Year-Classifier,Age_class_at_first_calving,Class_of_days_in_milk,Animal,Front_muscularity,Udder,Thorax_depth,Thinness,Fore_udder_attach,Rear_udder_attach,Udder_width
646,4,5,1999,3,3,3,3,3,3,3
646,5,4,2000,3,3,3,3,4,3,3
646,4,5,2001,3,3,4,4,4,3,3
646,5,5,2002,4,2,4,3,2,2,3
646,4,5,2003,3,3,4,3,3,3,3
646,3,6,2004,4,3,4,3,4,3,4
646,3,6,2007,4,2,4,4,2,3,2
646,3,5,2261,4,3,3,3,3,3,4
646,4,5,2262,4,3,3,4,2,3,3
646,3,4,2430,4,2,3,2,2,2,3
646,2,5,2431,3,3,4,4,3,3,4
648,4,6,1785,4,2,4,3,1,3,3
648,5,6,1786,4,2,3,3,3,2,2
648,5,5,1787,3,3,3,2,3,3,3
648,2,6,2427,4,3,4,2,3,3,3
507,7,2,1461,4,2,3,4,4,3,3
507,6,5,1462,4,2,4,2,2,3,3
507,2,7,1578,3,2,3,3,2,3,2
507,2,7,2061,3,3,3,3,3,3,2
507,2,7,2062,4,2,3,2,2,3,3
507,4,4,2069,3,3,3,3,3,3,3
507,2,5,2404,2,2,3,3,3,3,2
507,2,7,2409,2,2,3,3,3,3,2
507,8,5,18908,4,3,4,3,3,3,3
508,3,6,1576,3,2,3,3,1,3,2
508,4,6,1577,3,2,3,3,1,3,2
510,9,4,752,3,2,3,3,2,3,3
510,9,6,753,3,2,3,3,1,3,3
510,8,6,18904,1,2,2,3,2,3,2
643,5,5,2082,4,3,4,4,3,3,3
643,5,5,2083,4,3,4,4,4,3,3
643,4,5,2084,4,3,4,3,2,3,3
643,5,5,2085,4,2,4,4,3,3,2
643,6,4,2086,4,2,4,4,3,2,3
643,6,4,2089,3,2,4,3,3,3,3
643,5,5,2091,4,3,5,4,3,3,4
643,4,5,2092,4,3,4,4,3,3,2
643,5,5,2093,4,3,5,4,4,3,2
647,6,4,1557,3,3,4,3,3,3,4
647,8,4,1867,4,2,4,3,3,2,2
647,5,5,1996,3,3,3,3,3,3,3
647,4,5,1997,4,3,4,2,3,3,3
647,5,6,2210,4,3,4,3,3,3,3
419,9,6,19014,3,3,4,3,2,3,3
419,8,6,19061,3,2,4,3,2,2,3
419,5,6,19078,3,2,4,3,2,3,3
419,6,6,19079,2,2,2,4,3,3,2
419,5,6,19080,3,3,4,4,3,4,3
419,4,6,19081,3,3,3,3,3,2,3
419,5,5,19082,2,2,3,4,1,3,2
419,6,5,19083,3,2,3,3,2,3,3
419,2,5,19117,3,4,3,3,3,3,4
419,2,5,19118,3,2,3,3,3,3,2
616,5,4,2116,3,3,3,2,2,3,2
616,5,3,2117,4,3,4,3,3,3,3
465,5,5,1581,3,2,3,4,3,3,2
465,8,5,18911,3,2,3,2,3,3,2
466,6,4,1285,3,3,4,3,3,3,3
466,5,6,1286,2,2,3,3,2,3,3
467,4,6,1657,3,2,3,3,3,3,4
467,3,6,1658,2,3,3,3,3,2,4
467,5,5,1849,4,2,4,4,2,3,2
536,1,5,1440,2,3,3,3,3,3,3
536,5,5,1455,2,3,3,3,2,2,3
536,4,5,19098,3,3,4,2,2,2,3
464,5,6,1442,3,1,3,2,2,4,1
464,4,6,1654,3,3,3,4,3,3,2
538,9,6,659,4,2,5,3,1,2,3
538,5,6,2074,3,3,4,3,3,3,4
540,5,6,2103,3,3,3,4,2,3,4
540,4,6,2104,3,2,4,3,3,3,3
543,5,5,2095,4,2,4,3,3,2,3
543,5,6,2096,3,3,4,3,3,4,3
543,5,6,2097,3,3,3,3,2,3,4
543,5,6,2098,3,2,4,3,3,3,3
543,5,6,2099,2,2,3,3,3,3,4
543,5,4,2100,3,3,4,3,3,3,4
543,2,5,2101,4,2,4,4,2,3,3
545,4,5,2030,3,3,4,3,3,4,3
545,7,2,2031,4,2,5,3,2,3,3
537,9,6,1124,4,3,4,3,2,3,3
537,5,6,1620,4,3,5,3,2,3,3
537,5,6,1621,3,3,3,3,3,3,4
541,5,5,2013,3,2,4,3,1,2,3
541,5,6,2014,2,3,3,3,3,3,3
541,5,6,2015,2,3,3,3,3,3,3
541,6,5,2016,3,2,4,3,2,4,4
541,6,5,2017,2,3,3,3,2,3,3
541,6,5,2018,4,3,3,3,2,3,3
541,5,5,2019,3,2,4,3,2,3,2
541,6,5,2020,3,3,4,3,3,2,3
541,6,6,2021,2,2,3,4,2,3,3
541,5,5,2024,4,3,4,3,3,3,3
541,6,5,2025,3,3,3,3,2,2,3
541,7,4,2026,2,3,3,3,3,3,3
541,6,5,2027,3,3,3,3,1,4,4
541,2,6,2364,2,3,3,3,2,3,3
541,3,5,2365,3,3,3,3,3,3,3
541,3,5,2366,3,3,3,3,3,3,4
544,5,6,2102,3,2,3,3,1,3,3
544,7,4,2105,3,4,3,3,3,3,3
544,5,6,2266,3,3,4,3,3,2,3
546,5,6,1790,3,2,3,2,2,4,4
546,5,6,1791,3,3,3,3,2,3,4
650,4,6,1450,4,3,4,3,2,3,2
650,4,6,1451,2,3,3,4,3,3,3
650,4,6,1460,4,3,4,2,3,3,3
729,8,2,2229,4,2,3,5,2,2,2
408,5,6,19070,4,3,3,2,3,3,2
408,8,3,19071,3,3,3,4,4,3,3
408,5,7,19101,3,3,4,4,2,3,3
770,7,4,18913,2,3,4,2,4,3,3
770,3,7,19275,3,2,3,3,2,2,2
539,5,5,2168,4,3,4,3,3,3,3
539,5,6,2169,3,2,3,3,2,3,2
542,5,6,2171,2,2,3,3,2,3,3
542,4,6,2172,2,2,3,2,3,3,2
542,2,2,3552,1,2,1,3,2,3,2
556,3,5,2315,4,3,3,3,4,2,3
558,8,2,1316,4,4,4,5,4,4,5
710,8,3,842,4,3,3,3,3,2,3
629,4,7,1500,4,2,4,3,1,3,3
629,5,7,1501,3,3,2,3,4,3,3
629,5,7,1502,3,3,3,2,3,3,2
629,4,7,2073,5,3,5,3,2,3,3
629,5,7,2121,4,3,3,4,3,4,4
1024,5,3,2421,3,2,3,3,2,2,2
1024,4,3,3593,4,3,3,2,4,2,3
1024,5,2,3594,3,3,3,3,3,2,2
1030,4,3,3118,4,2,4,3,2,2,2
1030,3,3,3119,4,3,3,2,4,2,3
1030,6,3,3120,3,2,4,2,2,1,2
1030,5,3,3121,4,1,5,2,1,1,2
1030,5,3,3122,4,3,4,2,4,3,2
1030,5,3,3123,3,3,4,4,4,2,4
1030,5,3,3124,3,3,4,2,3,3,3
1030,4,3,3125,3,3,4,2,3,2,2
1030,3,3,3600,3,3,4,3,3,2,3
1167,5,3,3186,3,3,4,4,2,3,3
1167,4,3,3187,3,3,3,3,3,3,3
1176,5,3,3116,3,3,4,2,3,3,3
1176,3,3,3117,3,3,3,2,2,3,4
1176,2,3,3749,3,3,4,2,2,3,3
1118,5,3,3271,3,3,3,5,3,4,3
1118,2,4,3272,3,3,3,3,3,3,3
1118,2,3,3273,4,2,3,2,1,3,3
1119,5,3,2650,3,3,3,3,4,3,3
1119,5,3,2651,4,2,4,3,3,2,3
1119,5,3,2652,2,3,3,3,2,4,3
1119,4,3,2653,3,2,3,4,2,3,4
1119,5,2,2654,3,3,3,2,3,3,4
1119,5,3,2655,4,2,3,2,4,2,3
1119,4,3,2656,4,3,4,3,3,3,3
1119,5,3,2657,4,3,4,4,3,3,3
1119,4,2,2658,4,3,3,2,3,3,3
1129,3,4,2845,3,2,3,2,2,2,3
1129,6,2,2846,5,2,4,2,1,3,3
1129,4,4,2847,3,3,4,3,2,3,4
1129,4,4,2848,3,1,3,3,1,2,1
1129,5,3,2849,2,2,3,5,1,2,3
1130,4,3,2523,3,3,3,3,3,2,3
1130,4,2,3047,2,3,3,4,3,3,2
1114,5,3,2805,2,3,3,3,3,3,4
1114,6,2,2807,4,3,4,3,3,3,3
1114,5,3,2808,2,3,3,1,3,3,3
1114,5,3,2809,3,3,4,3,3,3,3
1114,5,3,2810,4,3,3,5,3,2,3
1114,5,3,2812,2,4,3,2,4,3,3
1114,5,2,2813,2,3,3,2,3,3,3
1114,3,3,3077,3,3,3,2,3,2,3
1114,2,2,3619,3,3,4,2,3,3,3
1114,3,1,3620,4,4,3,3,4,4,3
1114,2,3,3628,3,3,3,2,3,3,3
1116,6,2,2394,3,2,3,2,3,2,3
1116,5,4,2607,4,3,4,4,3,3,3
1116,4,4,2648,4,3,4,4,3,2,3
1116,4,3,3235,3,3,3,4,3,3,3
1116,3,3,3274,3,3,4,3,3,3,3
1116,7,4,3275,4,3,4,3,4,3,3
1116,6,4,3276,3,4,3,3,4,3,4
1121,9,3,1713,4,2,4,5,3,3,2
1121,4,3,3258,3,3,4,4,3,3,3
1121,4,3,3259,3,3,3,3,4,3,3
1121,5,2,3260,3,3,3,4,3,2,3
1121,5,3,3261,3,3,3,2,4,3,3
1121,6,2,3262,3,3,3,3,3,3,3
1121,6,3,3263,2,3,3,4,3,3,3
1121,6,2,3264,3,3,3,2,4,3,4
1121,6,2,3265,3,3,3,3,3,3,4
1121,5,3,3266,3,4,3,4,4,3,3
1121,5,4,3267,3,3,3,3,4,3,3
1121,5,3,3268,3,3,3,2,3,3,3
1121,5,3,3269,3,2,3,3,2,3,3
1121,5,3,3270,3,3,3,4,3,3,3
1121,2,3,3617,4,3,4,2,3,3,3
1121,2,3,3618,4,4,3,3,3,3,4
986,4,3,3304,3,3,4,3,2,3,4
986,5,3,3305,2,2,3,3,2,5,3
987,5,2,3318,2,2,4,3,1,2,3
987,6,2,3319,2,2,4,3,1,3,3
987,5,3,3320,4,1,3,3,1,2,2
1124,6,3,2606,4,3,4,2,3,3,3
1124,4,3,2661,2,3,3,2,3,4,4
1124,4,4,3234,4,3,4,2,4,2,4
1124,5,3,3279,4,3,3,2,3,3,3
1124,4,3,3280,4,3,3,4,3,3,3
1128,7,1,3450,4,1,4,1,1,1,2
1128,4,4,3451,2,3,3,3,2,4,3
1128,5,3,3452,4,2,3,4,1,3,4
1026,6,3,3175,4,4,3,4,4,3,3
1026,6,3,3177,3,2,3,3,3,2,3
1026,5,3,3178,3,4,4,3,4,4,4
1026,5,3,3179,3,2,4,3,2,3,3
1026,5,3,3182,3,3,4,3,3,4,4
1026,5,2,3183,2,4,4,4,3,4,3
1026,4,4,3184,3,3,4,4,4,3,3
1026,6,1,3185,4,3,4,2,3,2,3
1112,8,3,2401,4,4,4,4,5,2,3
1112,8,1,2486,4,2,4,3,3,2,2
1113,5,3,2476,4,2,3,3,4,2,2
1113,7,3,2477,3,3,2,4,4,2,2
1113,3,3,3092,3,4,3,3,4,3,3
1113,2,3,4133,2,3,3,3,3,3,3
798,6,1,3314,3,3,4,3,3,3,4
798,5,3,3315,4,3,4,3,3,3,4
798,3,3,3316,3,3,3,3,3,3,3
798,5,3,3317,3,3,5,3,2,2,3
983,5,4,3313,3,3,3,3,1,3,3
983,5,3,3809,4,3,4,3,3,2,2
883,5,4,2454,2,1,3,3,3,2,1
883,4,4,2903,4,2,4,3,3,2,2
883,4,4,2904,2,2,3,2,4,4,2
884,4,4,3057,4,2,3,3,3,3,2
884,4,4,3058,2,3,2,3,3,3,3
888,6,2,2901,3,3,4,3,3,3,3
888,2,3,3573,3,2,3,2,3,3,2
890,5,4,2902,3,2,4,4,2,2,1
890,3,4,3252,3,3,2,5,3,3,2
891,4,3,2528,3,3,3,3,3,3,3
891,5,3,2883,3,3,3,3,4,4,4
891,3,3,2900,3,3,3,3,3,4,3
1161,6,4,2452,4,3,4,3,3,3,3
1161,5,3,2930,1,2,2,3,2,4,1
808,5,4,2576,2,3,3,3,4,3,3
885,4,4,3054,4,2,3,3,3,3,2
885,4,3,3055,2,3,3,3,3,3,4
886,4,4,3035,2,2,2,3,2,3,3
886,4,3,3036,2,3,1,3,4,4,3
886,3,3,3559,2,2,3,2,3,2,2
889,4,4,2897,1,3,2,3,4,4,4
889,6,2,2898,3,3,3,2,4,3,3
889,4,4,2899,2,2,2,4,2,2,2
889,5,4,3561,2,2,3,4,3,2,2
1156,5,4,2881,3,3,3,3,3,3,3
1156,5,4,2882,4,3,3,3,3,3,2
1157,2,7,2885,3,2,2,3,2,2,2
1157,5,3,2886,2,2,2,3,2,2,2
1158,4,4,2524,2,4,3,5,3,4,4
1158,5,3,2525,3,2,4,2,3,2,2
1158,7,2,2526,2,4,4,3,4,4,4
1158,4,3,3056,2,2,3,3,4,2,3
1159,4,4,3033,4,1,3,3,2,1,1
1159,3,3,3575,4,2,4,3,2,2,1
959,4,3,2798,4,2,4,3,3,2,3
959,4,2,3495,4,3,4,2,3,2,3
959,2,2,3496,4,3,3,3,3,4,4
959,2,3,3852,3,3,3,3,3,2,2
959,3,1,3853,3,3,3,4,4,3,3
959,2,3,3858,3,3,4,3,3,3,3
959,1,3,19135,4,3,3,2,4,3,3
988,4,3,2988,2,3,2,3,3,3,2
988,5,3,2989,2,1,3,3,2,1,2
989,7,2,2568,4,2,3,3,3,2,3
1117,6,2,3256,3,3,3,3,4,3,3
1117,4,4,3257,2,2,2,3,3,3,3
1125,9,4,2438,3,4,4,4,4,3,3
892,5,3,2533,2,3,3,2,3,3,3
892,5,4,2534,1,2,1,2,3,2,2
1115,4,2,3436,4,4,4,3,3,4,5
1115,1,3,4139,3,2,3,4,2,3,3
1120,5,3,3438,3,3,4,3,3,3,3
1120,1,4,4130,3,2,3,3,3,3,3
1120,1,3,4131,2,2,3,4,2,2,3
1120,1,3,4132,1,2,2,3,3,3,3
1120,1,2,4508,3,2,3,3,3,1,3
1120,1,4,4509,4,2,4,3,2,2,3
935,5,4,2491,3,3,3,2,3,3,3
935,5,3,2867,3,2,3,4,2,3,2
936,4,4,2490,3,2,2,2,1,3,3
936,4,4,3282,3,3,2,3,4,2,3
960,6,3,3586,4,2,3,4,3,2,2
960,5,3,3587,3,2,3,4,2,3,2
960,5,2,3588,4,2,3,3,2,2,3
982,4,4,3002,3,2,2,3,2,2,3
982,5,3,3003,3,3,3,3,2,3,4
985,5,4,2990,2,3,3,3,3,3,3
985,6,3,2991,3,1,4,3,2,2,2
1122,5,4,2672,4,3,4,4,3,3,3
1122,5,4,2673,4,2,4,3,3,1,2
1122,4,4,3277,2,3,3,2,2,3,3
1122,4,4,3278,3,3,4,1,3,2,3
958,5,2,2767,4,2,3,4,2,3,3
958,7,2,2768,3,2,3,5,2,3,3
958,7,2,2769,4,2,3,5,1,3,3
958,7,2,2770,4,3,3,3,3,3,3
958,7,2,3176,3,4,3,5,3,4,4
1173,5,3,2543,3,1,2,2,1,1,1
1173,6,3,3284,3,2,4,3,1,1,1
882,4,4,2620,3,3,4,4,2,2,3
882,3,4,3285,4,3,3,3,4,3,3
882,5,2,3286,4,3,4,4,3,2,4
955,4,4,2772,4,4,3,4,5,3,3
955,5,3,2773,3,5,3,4,3,5,4
963,6,3,3112,4,3,3,3,3,3,4
963,6,3,3113,4,3,4,4,2,4,4
964,5,4,3110,4,3,4,3,3,3,3
964,2,4,3603,4,3,3,3,3,3,3
1123,6,3,3071,3,3,3,3,3,3,3
1123,4,4,3072,2,3,3,3,3,2,3
1123,4,3,3073,3,3,3,3,3,2,3
1126,2,4,3624,3,3,3,3,3,2,2
1126,2,3,3625,2,2,3,3,3,3,2
1177,5,4,2714,4,3,3,4,3,3,3
1177,8,3,19064,3,3,3,2,2,3,3
1178,5,3,3019,4,3,5,3,3,4,3
1178,5,3,3063,3,3,3,3,3,3,3
1178,5,4,3064,3,3,5,4,3,3,3
833,8,7,1659,3,2,3,2,2,1,1
833,9,3,1660,2,1,3,2,1,1,1
833,6,3,3062,2,1,3,3,1,1,1
834,4,3,3253,3,2,2,2,1,1,2
834,2,3,3865,2,3,2,2,3,4,4
835,9,4,1579,2,2,2,2,4,2,2
835,5,4,2502,3,2,2,2,3,2,2
835,5,4,2503,3,3,3,4,4,2,2
835,4,4,3031,2,2,2,3,3,2,2
835,6,2,3032,3,2,1,2,2,2,2
836,9,4,2071,3,3,4,3,3,3,3
836,5,3,2660,4,3,3,3,4,3,3
836,5,3,2681,3,3,3,3,3,3,2
837,5,4,2878,4,4,3,3,4,4,4
837,6,2,2879,2,2,2,3,4,2,2
838,4,4,2542,4,2,4,3,2,2,2
887,7,2,3564,3,2,3,3,4,2,2
887,5,3,3566,3,3,3,2,2,2,3
887,4,3,3567,3,2,3,3,3,3,3
887,5,3,3569,4,2,4,3,3,3,2
887,4,3,3570,2,3,3,3,3,3,3
1045,5,4,2590,4,3,4,1,4,2,3
1045,3,4,2836,3,3,3,3,3,4,4
1045,5,4,2837,2,2,4,2,5,1,4
1045,4,4,2838,4,3,2,3,3,1,4
1160,6,3,2455,4,3,3,3,4,2,3
1160,5,4,2456,3,2,3,3,3,3,2
840,4,5,3538,2,3,3,4,4,3,3
840,5,3,3539,4,2,3,4,2,3,2
840,4,5,3540,5,3,4,2,2,2,3
840,3,5,3541,2,3,3,2,2,3,3
840,4,5,3542,3,3,3,3,4,3,2
840,4,5,3543,3,3,3,2,2,3,3
840,4,5,3544,2,3,4,4,3,3,3
843,6,2,3254,3,2,3,3,3,3,2
843,5,3,3255,4,3,4,3,3,3,3
843,2,3,3823,4,2,3,4,2,4,3
957,5,3,2791,3,4,4,3,4,4,3
957,5,4,2792,4,3,3,4,4,3,3
957,6,3,2793,4,3,4,4,3,3,3
957,5,4,2794,2,3,3,2,2,2,3
957,5,4,2795,4,3,4,3,2,3,3
957,5,4,2796,3,3,3,4,3,3,2
957,4,4,2797,3,3,4,3,3,3,3
957,4,3,3589,3,3,3,3,3,3,3
957,6,2,3590,3,2,4,5,2,2,2
957,3,4,3591,4,3,5,5,3,3,3
1043,4,4,3090,2,1,2,2,1,1,3
1043,6,2,3817,4,3,5,2,4,3,4
1044,5,3,2641,3,2,1,1,1,3,4
1044,6,2,2644,3,2,3,4,1,2,4
1044,5,3,2645,4,1,4,1,1,2,2
1044,6,2,2646,3,1,2,4,1,1,2
1044,5,2,3083,2,2,4,3,2,2,3
1044,4,3,3084,3,3,5,5,4,3,4
1111,5,4,3631,3,2,3,3,3,2,3
812,5,3,2776,4,4,3,4,4,3,4
812,4,2,3424,3,4,2,3,3,4,3
812,4,3,3425,2,2,3,4,2,3,3
951,6,3,2763,2,4,3,5,3,4,4
951,4,2,3585,2,2,3,4,4,3,4
952,4,4,2756,4,3,4,5,3,3,3
952,4,4,2757,4,2,4,3,3,3,3
952,6,3,2758,4,2,4,3,2,3,4
953,5,3,2754,4,3,3,3,3,4,3
953,8,2,2755,4,3,5,3,3,3,3
954,4,4,3188,4,2,3,5,3,2,2
954,4,2,3602,4,3,3,4,3,3,4
956,6,2,3127,4,3,3,3,2,4,4
956,5,4,3128,4,3,3,3,2,4,3
956,5,4,3129,4,3,3,3,3,2,3
862,4,4,2529,3,2,2,1,1,3,3
862,5,4,2530,3,1,3,3,1,2,2
862,2,4,3557,3,3,4,3,2,2,3
862,2,4,3558,3,2,3,2,2,2,3
864,5,4,2880,4,1,3,1,1,1,1
864,4,3,3563,3,2,2,3,3,2,2
1041,5,4,3697,4,3,3,4,4,3,4
1041,3,4,3698,3,3,3,2,3,4,4
1107,5,4,2464,3,3,4,3,3,2,2
1107,6,3,2562,4,3,3,3,3,3,3
1146,5,4,3338,3,3,3,3,3,2,2
1146,6,1,3340,2,3,3,3,3,3,4
1146,5,4,3341,2,2,4,2,1,3,2
1146,4,4,3342,2,3,3,3,3,2,4
1146,4,4,3343,2,4,3,3,4,4,4
1146,2,4,3344,3,3,4,3,3,3,2
1149,9,3,2388,1,2,3,3,3,2,2
1149,9,3,2389,3,2,4,4,1,3,2
1149,5,4,2993,1,3,1,3,3,3,3
1149,6,3,2994,2,2,4,3,1,3,2
1152,9,4,2287,3,2,3,3,2,2,3
1152,5,4,2992,1,1,2,3,1,2,2
1152,4,4,2995,3,3,2,3,2,3,4
848,4,5,2500,2,2,3,2,2,3,3
848,4,5,2501,5,2,3,3,3,1,2
848,7,2,2605,3,4,3,2,4,4,5
848,4,5,2634,4,2,3,2,3,3,4
848,5,4,2635,4,4,4,2,3,3,3
848,5,5,2636,4,4,3,2,3,3,3
848,5,5,2637,5,2,3,3,2,3,3
848,5,5,2638,4,3,3,4,3,3,3
848,3,5,3391,4,2,3,4,3,3,3
848,4,4,3392,4,3,4,3,3,2,2
861,5,3,2522,5,3,3,3,3,3,3
861,3,5,3030,2,4,4,3,4,3,3
861,3,5,3876,5,3,3,1,3,3,2
863,6,3,3556,4,2,3,2,2,2,3
863,3,3,3574,4,3,2,4,3,3,3
865,4,5,2519,3,3,3,1,3,2,3
865,6,4,2520,4,3,3,2,3,3,3
937,5,4,2913,4,4,3,3,4,3,4
937,5,3,2914,1,3,1,2,2,2,2
937,6,3,2916,4,3,3,3,3,3,3
937,6,3,2917,4,2,3,3,4,2,2
937,6,1,2918,3,3,3,3,2,3,3
937,3,4,3405,1,3,2,4,3,3,3
937,2,4,3827,3,3,4,3,3,3,3
937,2,3,3828,4,3,4,3,3,3,3
938,7,2,2495,4,2,4,3,3,2,3
938,5,4,2496,3,2,3,4,3,3,3
938,6,1,3417,3,3,3,3,3,3,3
938,3,4,3418,3,3,2,4,3,3,2
939,5,3,2632,3,2,2,2,3,2,2
939,5,3,2874,2,3,3,3,4,2,3
940,4,3,3409,2,2,1,3,2,2,2
940,4,3,3410,2,2,2,3,3,2,2
941,4,4,2906,4,2,3,3,2,2,2
941,5,4,2907,3,2,3,3,2,2,2
942,4,4,2625,3,2,3,4,2,2,2
942,3,4,2924,2,2,3,2,3,2,2
943,6,3,2626,3,3,3,3,3,2,3
943,2,4,3386,3,2,4,2,2,2,1
944,5,3,2909,4,1,3,4,3,2,2
944,5,3,2910,3,3,3,5,4,3,3
944,5,4,2911,4,2,4,4,3,2,2
944,4,3,2912,4,3,4,3,4,3,3
1028,4,4,2786,4,3,2,4,3,2,2
1028,3,4,2787,4,4,4,3,3,4,3
1028,6,4,2789,5,3,4,4,3,4,3
1028,4,5,2790,3,3,3,3,3,3,3
1029,3,4,3101,4,3,4,2,3,3,3
1029,4,2,3102,4,4,4,4,4,4,3
1035,6,4,3108,3,4,4,2,4,5,4
1035,5,4,3109,4,4,4,3,3,5,4
1147,4,4,2574,3,3,5,3,3,3,3
1147,2,4,3336,3,3,3,3,3,3,2
1147,2,4,3337,3,3,5,3,2,3,3
1147,1,2,4243,2,3,2,3,3,2,3
1147,1,1,4244,3,3,3,3,3,3,4
1147,1,1,4245,3,2,3,3,2,3,2
1147,1,1,4246,3,2,4,3,1,2,2
1147,1,1,4247,2,2,4,3,1,5,2
1148,4,3,2966,3,3,4,3,3,3,3
1148,5,4,2967,3,1,4,3,2,3,3
1148,5,3,2968,2,3,4,3,2,3,3
1151,4,3,3309,2,3,3,3,3,3,4
1151,6,2,3310,4,3,4,3,2,3,3
839,5,4,3545,4,3,3,3,2,3,3
839,5,4,3546,4,3,4,3,2,3,3
839,4,4,3547,5,3,4,3,3,4,3
839,4,4,3548,3,3,4,3,3,3,4
841,8,7,2179,3,2,3,4,3,3,3
841,4,3,2747,3,2,3,5,2,3,3
842,5,4,3247,2,3,2,3,4,3,3
842,5,3,3248,3,2,3,3,4,2,1
842,5,4,3249,4,4,3,4,3,3,2
857,5,3,2985,3,4,4,3,4,3,4
857,3,4,3308,4,4,4,4,4,3,3
857,4,1,3678,2,3,3,2,3,3,3
858,6,1,2984,5,2,4,3,4,3,3
858,6,3,3250,2,4,3,3,4,4,3
907,5,4,2853,4,2,3,3,2,3,3
907,5,4,2854,3,2,3,2,3,2,2
907,5,4,2855,4,4,5,4,3,4,5
907,5,4,2856,4,2,3,4,3,1,2
907,5,3,2857,3,2,4,5,2,3,3
907,4,4,2858,5,3,4,3,3,2,2
1037,5,3,2843,3,4,3,4,4,3,4
1037,5,4,2844,3,3,4,3,3,2,3
1038,2,7,3085,4,3,5,3,3,3,3
1038,7,2,3086,2,2,3,3,3,2,3
1038,4,4,3087,3,3,3,3,3,3,4
1038,5,4,3088,3,4,4,1,5,2,3
1150,5,3,2570,3,3,3,3,3,3,4
1150,4,4,2571,2,3,3,3,3,2,1
1150,4,4,2980,3,3,4,3,3,3,4
1039,5,3,3441,3,3,3,3,3,3,4
1039,2,3,3701,2,4,1,3,4,4,3
849,4,4,3027,4,3,3,3,3,2,2
849,4,4,3816,3,2,4,3,3,2,3
1017,5,3,2560,2,2,4,3,2,3,2
1017,5,4,2561,3,3,4,3,3,3,3
1020,5,4,2555,2,2,4,3,2,3,2
1020,6,3,2556,3,4,4,3,4,4,4
1020,6,2,2557,3,3,3,3,3,3,4
1020,4,4,2558,3,2,4,3,1,3,3
1020,5,4,2559,2,3,3,3,3,3,4
1020,5,4,2759,3,2,4,3,2,2,3
1021,7,2,2563,4,1,3,3,1,2,2
1021,5,4,2564,4,1,4,3,1,2,2
1021,4,4,2565,4,3,4,3,3,3,2
1022,4,4,2610,4,3,4,2,3,3,4
1022,5,4,3174,3,4,4,3,4,3,4
1023,6,4,2419,3,3,4,3,3,3,3
1023,5,4,3114,4,1,4,2,1,2,2
1023,5,4,3115,3,3,3,4,3,2,2
1027,5,4,3597,4,3,4,2,3,2,2
1027,5,2,3598,3,4,4,4,3,4,3
1027,4,4,3599,5,3,3,2,3,2,3
1033,5,4,2761,4,2,3,4,3,2,2
1033,5,4,2762,3,4,4,2,4,3,4
1033,6,2,3595,4,3,4,2,4,3,2
1033,2,4,3596,4,3,3,3,4,3,3
1033,2,4,3855,3,3,3,2,2,2,3
1153,5,4,2996,4,2,4,3,3,2,2
1153,5,4,2997,4,3,4,3,3,3,3
1153,4,4,2998,3,2,3,3,2,3,2
860,4,4,3299,2,4,3,2,4,4,4
860,5,3,3300,3,3,2,3,2,2,2
860,5,3,3301,4,3,3,3,4,4,4
860,3,4,3302,2,3,3,3,4,4,4
881,9,3,2314,3,2,3,3,3,2,3
881,5,4,2850,3,3,1,1,3,2,2
881,5,3,2851,3,3,3,2,3,3,2
881,7,2,2852,3,4,2,1,3,2,2
967,5,4,2504,3,3,3,3,3,3,3
967,5,4,2513,2,2,4,3,3,2,3
969,4,4,3043,2,2,3,4,2,2,2
969,6,4,3044,3,3,3,2,3,2,3
969,5,4,3045,3,2,3,2,3,2,2
972,4,4,3042,3,3,3,3,2,3,3
972,4,4,3402,2,3,3,1,2,3,3
1164,5,4,2516,3,2,4,4,2,2,2
1164,4,4,2517,3,2,3,3,2,2,2
1164,3,4,3041,3,3,3,3,2,3,3
1164,6,3,19125,3,3,3,3,3,3,3
1164,2,7,19126,3,2,3,3,2,2,2
808,2,4,3735,4,3,4,3,3,2,3
918,4,5,2723,3,4,4,3,4,3,4
918,4,5,2724,3,3,3,3,2,3,3
918,3,5,2725,3,2,3,5,3,2,3
918,5,4,2726,2,3,3,3,3,4,4
918,8,1,2727,3,2,4,3,3,3,3
918,3,3,3367,1,4,2,2,4,4,4
973,6,3,2889,3,3,4,3,3,3,2
973,6,3,2890,2,3,3,5,3,3,5
973,6,3,2891,4,3,4,3,3,3,2
980,5,4,2473,2,4,3,1,5,4,4
980,6,4,2474,3,2,4,1,2,4,4
980,5,5,2475,4,3,4,3,4,1,4
980,4,4,2834,4,3,3,4,4,4,3
1018,5,3,2978,3,2,4,3,3,3,3
1018,4,3,2979,4,3,4,3,2,3,2
1018,2,2,3679,4,3,3,3,1,2,2
1031,9,4,1948,3,2,4,3,2,3,3
1031,2,6,3130,1,1,2,3,1,1,1
1032,5,4,2577,3,2,4,2,2,2,3
1032,5,3,3813,4,3,3,3,4,3,3
1034,6,4,3132,4,2,3,3,2,3,4
1034,3,5,3134,4,2,4,2,2,1,2
1034,4,4,3135,2,3,2,5,2,3,3
1034,7,2,3136,5,3,4,4,3,3,3
1034,5,3,3295,3,3,4,4,3,3,4
1034,4,4,3656,1,4,3,4,4,4,4
1034,5,4,3789,4,2,3,3,2,1,2
1034,9,4,19102,4,3,4,4,3,2,3
